1912	h	2540
1912	h	2047
1912	h	2543
1912	h	2332
1912	h	2183
1912	h	2094
1912	h	1941
1912	h	2014
1912	h	2571
1912	h	2009
1912	h	2011
1912	h	2657
1912	h	1931
1912	h	2639
1912	h	2640
1912	h	2645
1912	h	1999
1912	h	2000
1912	h	1998
1912	h	2284
1912	h	2585
1912	h	2001
1912	h	2020
1912	h	2192
1912	h	2159
1912	h	2024
1912	h	2297
1912	h	1921
1912	h	1995
1912	h	2004
1912	h	2378
1912	h	2006
1912	h	2346
1912	h	2116
1912	h	2648
1912	h	2647
1912	h	2459
1912	h	2337
1912	h	2022
1912	h	2658
1912	h	2660
1912	h	2659
1912	h	2018
1912	h	2268
1912	h	2633
1912	h	1976
1912	h	2341
1912	h	1968
1912	h	1927
1912	h	1954
1912	h	2447
1912	h	1928
1912	h	2157
1912	h	2472
1912	h	1991
1912	h	1950
1912	h	2627
1912	h	2626
1912	h	1914
1912	h	2016
1912	h	2012
1912	h	136
1912	h	2364
1912	h	2636
1912	h	2494
1912	h	2015
1912	h	2097
1912	h	2620
1912	h	2583
1912	h	1951
1912	h	2538
1912	h	1935
1912	h	2143
1912	h	2025
1912	h	2027
1912	h	2171
1912	h	1919
1912	h	2456
1912	h	2108
1912	h	2369
1912	h	2046
1912	h	2059
1912	h	2439
1912	h	2531
1912	h	2185
1912	h	2254
1912	h	2548
1912	h	2461
1912	h	2558
1912	h	2375
1912	h	2219
1912	h	2217
1912	h	2621
1912	h	2567
1912	h	2026
1912	h	2191
1912	h	2153
1912	h	2498
1912	h	1959
1912	h	1923
1912	h	1947
1912	h	2134
1912	h	2125
1912	h	2543
1912	h	2502
1912	h	2224
1912	h	2516
1912	h	2519
1912	h	2582
1912	h	2649
1912	h	2298
1912	h	2643
1912	h	2295
1912	h	2163
1912	h	2283
1912	h	2099
1912	h	2304
1912	h	2358
1912	h	2247
1912	h	2246
1912	h	2555
1912	h	2230
1912	h	2461
1912	h	2052
1912	h	2523
1912	h	2456
1912	h	2047
1912	h	2455
1912	h	2543
1912	h	2382
1912	h	2204
1912	h	2541
1912	h	2437
1912	h	2241
1912	h	1985
1912	h	2142
1912	h	563
1912	h	2042
1912	h	2470
1912	h	1923
1912	h	1947
1912	h	2344
1912	h	2421
1912	h	2174
1912	h	1465
1912	h	2266
1912	h	2134
1912	h	2034
1912	h	428
1912	h	2111
1912	h	2096
1912	h	2468
1912	h	2176
1912	h	2186
1912	h	2031
1912	h	2310
1912	h	2419
1912	h	2209
1912	h	1964
1912	h	2557
1912	h	2641
1912	h	2318
1912	h	1923
1912	h	2038
1912	h	2525
1912	h	2416
1912	h	2133
1912	h	2610
1912	h	2325
1912	h	2211
1912	h	2296
1912	h	2506
1912	h	2573
1912	h	2426
1912	h	2561
1912	h	2348
1912	h	2098
1912	h	2137
1912	h	1956
1912	h	2558
1912	h	2528
1912	h	2425
1912	h	2142
1912	h	2512
1912	h	2560
1912	h	2134
1912	h	2336
1912	h	2283
1912	h	1949
1912	h	2456
1912	h	2458
1912	h	2125
1912	h	2605
1912	h	2455
1912	h	2424
1912	h	2017
1912	h	1915
1912	h	2332
1912	h	2382
1912	h	2204
1912	h	2221
1912	h	2642
1912	h	2120
1912	h	1999
1912	h	2501
1912	h	2437
1912	h	2523
1912	h	2183
1912	h	2224
1912	h	2587
1912	h	2598
1912	h	2142
1912	h	1996
1912	h	2542
1912	h	2581
1912	h	2042
1912	h	1922
1912	h	2470
1912	h	2232
1912	h	2023
1912	h	2316
1912	h	2649
1912	h	2156
1912	h	2421
1912	h	2565
1912	h	2062
1912	h	2328
1912	h	2577
1912	h	2168
1912	h	2114
1912	h	2231
1912	h	1465
1912	h	2266
1912	h	2041
1912	h	2096
1912	h	2243
1912	h	2439
1912	h	2113
1912	h	2100
1912	h	2548
1912	h	2375
1912	h	2217
1912	h	2621
1912	h	2521
1912	h	2560
1912	h	2182
1912	h	2081
1912	h	2298
1912	h	2230
1912	h	2577
1912	h	2283
1912	h	2550
1912	h	2086
1912	h	2030
1912	h	1925
1912	h	2108
1912	h	1918
1912	h	2287
1912	h	2184
1912	h	2369
1912	h	2476
1912	h	2164
1912	h	2262
1912	h	2556
1912	h	2553
1912	h	2593
1912	h	2579
1912	h	2045
1912	h	2464
1912	h	1989
1912	h	2443
1912	h	2462
1912	h	2308
1912	h	2190
1912	h	2477
1912	h	2586
1912	h	1993
1912	h	2121
1912	h	2506
1912	h	2613
1912	h	2507
1912	h	2021
1912	h	2543
1912	h	1962
1912	h	2073
1912	h	2408
1912	h	2391
1912	h	2104
1912	h	2611
1912	h	2123
1912	h	2575
1912	h	2311
1912	h	2374
1912	h	2276
1912	h	2573
1912	h	2334
1912	h	2179
1912	h	2356
1912	h	2484
1912	h	2428
1912	h	2046
1912	h	2521
1912	h	2020
1912	h	2084
1912	h	2638
1912	h	2005
1912	h	2093
1912	h	2092
1912	h	2060
1912	h	2395
1912	h	2078
1912	h	2572
1912	h	2306
1912	h	2549
1912	h	2200
1912	h	2063
1912	h	2350
1912	h	2055
1912	h	2418
1912	h	2607
1912	h	2069
1912	h	2500
1912	h	1938
1912	h	2261
1912	h	2393
1912	h	2240
1912	h	1985
1912	h	2559
1912	h	2352
1912	h	2339
1912	h	2140
1912	h	2387
1912	h	2532
1912	h	2154
1912	h	2112
1912	h	2040
1912	h	2142
1912	h	2212
1912	h	2275
1912	h	1942
1912	h	2591
1912	h	2139
1912	h	2118
1912	h	2172
1912	h	2536
1912	h	2542
1912	h	2469
1912	h	2324
1912	h	2363
1912	h	2237
1912	h	1963
1912	h	2615
1912	h	2551
1912	h	1979
1912	h	2407
1912	h	1917
1912	h	1946
1912	h	2624
1912	h	2655
1912	h	2489
1912	h	2499
1912	h	2257
1912	h	2512
1912	h	2561
1912	h	1953
1912	h	2210
1912	h	2386
1912	h	2218
1912	h	2233
1912	h	2625
1912	h	2122
1912	h	2495
1912	h	2546
1912	h	2381
1912	h	1986
1912	h	2131
1912	h	2077
1912	h	2229
1912	h	1943
1912	h	2442
1912	h	2056
1912	h	2019
1912	h	2560
1912	h	1969
1912	h	2290
1912	h	2485
1912	h	2165
1912	h	2088
1912	h	2392
1912	h	2410
1912	h	2348
1912	h	2584
1912	h	2043
1912	h	2347
1912	h	2563
1912	h	2271
1912	h	1984
1912	h	2526
1912	h	2216
1912	h	2258
1912	h	2064
1912	h	2492
1912	h	2244
1912	h	2300
1912	h	2353
1912	h	2504
1912	h	2630
1912	h	2090
1912	h	2590
1912	h	2430
1912	h	2278
1912	h	2446
1912	h	2103
1912	h	2478
1912	h	2520
1912	h	2329
1912	h	2136
1912	h	2600
1912	h	2189
1912	h	1929
1912	h	2423
1912	h	2007
1912	h	2578
1912	h	2234
1912	h	2288
1912	h	2115
1912	h	2253
1912	h	1971
1912	h	2604
1912	h	2449
1912	h	2147
1912	h	2606
1912	h	2414
1912	h	1983
1912	h	2299
1912	h	1997
1912	h	2266
1912	h	2293
1912	h	2033
1912	h	2074
1912	h	2098
1912	h	2602
1912	h	2220
1912	h	1966
1912	h	2067
1912	h	2654
1912	h	2460
1912	h	2124
1912	h	2109
1912	h	2048
1912	h	1941
1912	h	2201
1912	h	2267
1912	h	2576
1912	h	2619
1912	h	2564
1912	h	2409
1912	h	2482
1912	h	2623
1912	h	2309
1912	h	2206
1912	h	2539
1912	h	2631
1912	h	2370
1912	h	2359
1912	h	2059
1912	h	2404
1912	h	2326
1912	h	2574
1912	h	2037
1912	h	2601
1912	h	2646
1912	h	2095
1912	h	2188
1912	h	2433
1912	h	2307
1912	h	2083
1912	h	2323
1912	h	2354
1912	h	2376
1912	h	2340
1912	h	2150
1912	h	2468
1912	h	2394
1912	h	2282
1912	h	2072
1912	h	2110
1912	h	2458
1912	h	2053
1912	h	2075
1912	h	2294
1912	h	2054
1912	h	2479
1912	h	2177
1912	h	2384
1912	h	2509
1912	h	2221
1912	h	2377
1912	h	2652
1912	h	2501
1912	h	2003
1912	h	2451
1912	h	2161
1912	h	2511
1912	h	2333
1912	h	2438
1912	h	2002
1912	h	2222
1912	h	563
1912	h	2415
1912	h	1981
1912	h	2280
1912	h	1947
1912	h	1939
1912	h	2252
1912	h	2344
1912	h	2396
1912	h	2132
1912	h	2235
1912	h	2432
1912	h	2062
1912	h	2328
1912	h	2568
1912	h	2434
1912	h	2081
1912	h	2301
1912	h	2327
1912	h	2399
1912	h	428
1912	h	1970
1912	h	1967
1912	h	2111
1912	h	58
1912	h	2274
1912	h	2603
1912	h	2101
1912	h	1959
1912	h	2199
1912	h	2096
1912	h	2617
1912	h	2390
1912	h	2243
1912	h	2537
1912	h	2283
1912	h	2283
1912	h	2431
1912	h	2321
1912	h	2114
1912	h	2034
1912	h	2260
1912	h	1952
1912	h	2106
1912	h	2106
1912	h	2241
1912	h	1985
1912	h	2512
1912	h	2062
1912	h	1959
1912	h	2398
1912	h	2320
1912	h	2259
1912	h	2622
1912	h	2349
1912	h	2426
1912	h	2513
1912	h	2444
1912	h	2486
1912	h	2255
1912	h	2170
1912	h	2515
1912	h	2401
1912	h	1992
1912	h	2399
1912	h	2650
1912	h	2466
1912	h	2076
1912	h	1988
1912	h	2376
1912	h	2468
1912	h	2057
1912	h	2385
1912	h	1987
1912	h	1959
1912	h	2215
1912	h	563
1912	h	428
1912	h	1967
1912	h	58
1912	h	1980
1912	h	2121
1912	h	1958
1912	h	1957
1912	h	2365
1912	h	2395
1912	h	2061
1912	h	2218
1912	h	2518
1912	h	1973
1912	h	1972
1912	h	1943
1912	h	2225
1912	h	2376
1912	h	2443
1912	h	2595
1912	h	2457
1912	h	2527
1912	h	2483
1912	h	2588
1912	h	2629
1912	h	2042
1912	h	2436
1912	h	2292
1912	h	2635
1912	h	2278
1912	h	2302
1912	h	2544
1912	h	2463
1912	h	136
1912	h	2143
1912	h	2128
1912	h	2535
1912	h	2481
1912	h	2570
1912	h	2094
1912	h	1961
1912	h	2245
1912	h	2126
1912	h	2301
1912	h	2167
